id;title;author;isbn;synopsis;shareable;book_cover
352;"Englishman in New York; An";Francyne Tennick;184543667-9;convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
353;12 Rounds 2: Reloaded;Candida Cattroll;166395472-0;in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
354;Tinseltown;Keefer Yurchenko;710736777-3;nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
355;"House That Dripped Blood; The";Janice Wimes;533540121-4;molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
356;Major League II;Nikki Petrashov;195392831-5;in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
357;Breaking Out (Vägen ut);Giorgi Mungin;405463451-6;pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
358;On the Road;Esme Gawen;480868263-X;in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
359;Phat Beach;Sax McPaike;932289850-X;suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
360;"Dukes of Hazzard; The";Dorita Bloxham;051122793-0;mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
361;"George Lopez: Tall; Dark & Chicano";Vanny Karmel;480304968-8;cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
362;Life Is Beautiful (La Vita è bella);Guthrey Berriball;118064526-X;aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
363;Mondo Trasho;Odo Burras;428463878-5;purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
364;Wild Rovers;Oates MacAllen;473643306-X;ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
365;In the Soup;Wallie Yegorchenkov;281270331-8;non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
366;Legendary;Brena Labrum;045393515-X;donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
367;Talhotblond:;Elvira Wilgar;323498125-6;luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
368;Playing God;Aigneis Simonot;109429945-6;vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
369;"Monster Walks; The";Kellia Sharman;124566077-2;in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
370;H.O.T.S.;Prudy Tarbox;989127376-8;aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
371;"Shop on Main Street; The (Obchod na korze)";Crissie Cocci;134346282-7;placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
372;"Fine Mess; A";Trixy Goldsmith;240240288-1;duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
373;Basic Instinct;Venus Purry;056257324-0;lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
374;Outlaw of Gor;Caressa Maxwell;152747256-6;accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
375;Uuno in Spain;Bari Aleixo;336910592-6;aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
376;Opening Night;Worden Eytel;117566649-1;curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
377;Keane;Kiersten Trighton;848720075-3;in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
378;Buck;Leland Denziloe;977597523-9;quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
379;"Machine; The";Job Meneghi;335962093-3;at velit vivamus vel nulla eget eros elementum pellentesque quisque;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
380;Vampire Hunter D;Renate Noel;972966420-X;erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
381;"Peach Thief; The (Kradetzat na praskovi)";Jonis Brockie;715253288-5;nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
382;"Pretty One; The";Kerby Lumsdall;085562845-6;justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
383;This Is 40;Patrice Depport;649618235-3;posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
384;Gremlins;Salomi Villaron;366900491-2;nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
385;"Knot; The";Bibbye Arkill;581978701-3;mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
386;Almost 18;Bebe Eyres;432456831-6;posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
387;Tarzan and His Mate;Klemens Petrenko;664479394-0;vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
388;In Praise of Love (Éloge de l'amour);Leonore O'Dooghaine;033503655-4;faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
389;The War;Darya Furmagier;909240059-9;augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
390;Hamlet;Carolina Frane;597052567-7;volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
391;"Deadly Companions; The";Jordan Espinho;520660171-3;sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
392;Faces of Schlock;Vidovic Struttman;184908653-2;sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
393;Front Page Woman;Bondon Bonellie;885797053-1;massa id nisl venenatis lacinia aenean sit amet justo morbi ut;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
394;"Aura; The (Aura; El)";Clement Levene;672188335-X;dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
395;"Newton Boys; The";Shannah Ivanyushin;174655842-3;maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
396;Vampyr;Dasi Danne;953860346-X;pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
397;Say Anything...;Arte Cluet;519890297-7;sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
398;Odd Girl Out;Arlena Pinck;432196274-9;tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
399;"Strangers; The";Nowell Burkett;001908133-2;hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
400;Stray Cat Rock: Sex Hunter (Nora-neko rokku: Sekkusu hanta);Orbadiah Skells;400030321-X;ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
401;Wing and a Prayer;Kassandra Smitherham;079376251-0;convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
402;Bread and Alley (Nan va Koutcheh);Darcee Wheelband;286486529-7;non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
403;"Surfer; Dude";Dominga Dennington;272503321-7;amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
404;Double Trouble;Si O'Bruen;668929764-0;augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
405;Day of the Outlaw;Samara MacNamara;658293586-0;sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
406;Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi);Arnold Storah;109176675-4;bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
407;Kim;Lothario Bengle;986931417-1;odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
408;Twin Dragons (Shuang long hui);Jammal Clemanceau;986845461-1;tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
409;Space Jam;Harper Kyteley;485749944-4;purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
410;"Colony; The";Bili Rooson;545233851-9;lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
